label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,PSB0042_WS_blank_0,PSB0042_WS_blank_1,PSB0042_WS_blank_2,PSB0042_WS_blank_3,PSB0042_WS_blank_4,PSB0042_WS_blank_5,PSB0042_WS_blank_6,PSB0042_WS_S01_HPLMax_R1,PSB0042_WS_S02_HPLMax_R2,PSB0042_WS_S03_HPLMax_R3,PSB0042_WS_S04_HPLMax_R4,PSB0042_WS_S05_HPLMax_R5,PSB0042_WS_S06_HPLMaxLowGlc_R1,PSB0042_WS_S07_HPLMaxLowGlc_R2,PSB0042_WS_S08_HPLMaxLowGlc_R3,PSB0042_WS_S09_HPLMaxLowGlc_R4,PSB0042_WS_S10_HPLMaxLowGlc_R5,PSB0042_WS_S11_KD_R1,PSB0042_WS_S12_KD_R2,PSB0042_WS_S13_KD_R3,PSB0042_WS_S14_KD_R4,PSB0042_WS_S15_KD_R5,PSB0042_WS_S16_KDHighGlc_R1,PSB0042_WS_S17_KDHighGlc_R2,PSB0042_WS_S18_KDHighGlc_R3,PSB0042_WS_S19_KDHighGlc_R4,PSB0042_WS_S20_KDHighGlc_R5
g,233,233,4,402.994873,6.954,0.576082,[M-H]-,,UDP (1),C00015,C9H14N2O12P2,1.154,0.151454,402.994873,904809.38,139390.23,2792184.50,541931.31,419673.44,528655.69,276660.06,114235504.00,80400632.00,10864006.00,33882332.00,92970512.00,118722904.00,89966952.00,96424592.00,62881680.00,67299200.00,105582504.00,96543896.00,14212864.00,88735496.00,77297584.00,69256864.00,80878352.00,36843652.00,74499272.00,60512536.00
,234,234,19,402.998962,8.664,0.842755,[M-H]-,,UDP (1),C00015,C9H14N2O12P2,2.864,9.995957,402.998962,75586.20,0.00,18258.91,15678.47,19904.66,35763.99,12659.13,50435492.00,36932892.00,1721771.12,11275847.00,63322200.00,61313620.00,28142042.00,55253172.00,16277353.00,56773968.00,69693280.00,91682728.00,55052332.00,71836040.00,76105424.00,50174472.00,63380420.00,4428040.50,56337356.00,72042408.00
g,235,235,15,402.010406,6.920,0.776524,[M-H]-,,CDP (1),C00112,C9H15N3O11P2,1.120,1.290509,402.010406,20002.29,19669.56,48208.59,10119.29,0.00,0.00,0.00,11823738.00,7776204.50,2139912.25,3949119.00,8048891.00,10412728.00,7438729.50,7687291.50,5458504.00,5520915.00,10187979.00,9073320.00,2865316.75,7488058.00,6511120.50,6464774.00,7870706.50,4055396.50,6296857.50,5212039.00
,236,236,21,203.066986,6.704,0.851997,[M-H]-,,gamma-Glutamylglycine (1),C03740,C7H12N2O5,-1.000,1.803396,203.066986,313819.28,53752.40,70377.52,17334.09,41181.36,56264.30,20411.56,936345.19,605995.12,706225.44,858151.75,825433.88,1105447.88,961486.25,799070.25,872404.69,877529.00,982656.00,897197.69,2019384.50,748246.56,777834.94,1015964.50,885210.44,914492.12,831158.31,778183.88
,237,237,13,388.944672,7.061,0.847780,[M-H]-,,Phosphoribosyl pyrophosphate (1),C00119,C5H13O14P3,-1.000,0.313850,388.944672,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355673.47,145956.36,0.00,0.00,297301.94,321719.38,118695.53,244844.67,41777.00,122551.73,330328.25,382636.12,0.00,264827.50,125607.16,226839.52,294757.19,47187.52,169655.80,116475.87
,238,238,1,386.020935,1.853,0.800680,[M-H]-,,dCDP (1),C00705,C9H15N3O10P2,-1.000,12.807364,386.020935,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147373.47,18200.12,0.00,0.00,0.00,40949.55,0.00,0.00,5390.89,0.00,42934.60,0.00,0.00,34540.54,0.00,8671.73,0.00,0.00,0.00,3485.84
,239,239,1,386.015717,6.876,0.731138,[M-H]-,,dCDP (1),C00705,C9H15N3O10P2,-1.000,0.711520,386.015717,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137106.62,45586.93,0.00,6049.99,160976.52,147955.72,46371.45,82400.74,0.00,17998.34,83536.19,55931.02,8420.77,34096.94,61453.76,31402.46,38026.38,0.00,0.00,14606.72
,240,240,3,381.127716,2.043,0.778471,[M-H]-,,Farnesyl pyrophosphate (1),C00448,C15H28O7P2,-1.000,10.409441,381.127716,0.00,0.00,0.00,0.00,0.00,1261.75,0.00,3909.98,0.00,82625.08,54477.75,36635.61,0.00,3806.03,30170.13,15364.87,4805.30,5318.40,0.00,36435.05,0.00,11125.44,3973.10,0.00,0.00,13183.80,6126.77
,241,241,1,381.120026,6.236,0.851112,[M-H]-,,Farnesyl pyrophosphate (1),C00448,C15H28O7P2,-1.000,9.768860,381.120026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,261466.95,0.00,0.00,9687.89,23904.53,0.00,0.00,0.00,0.00,0.00,6512.91,0.00,0.00,0.00,0.00,0.00,12925.85,0.00,0.00,0.00
,242,242,18,367.018066,6.707,0.853862,[M-H]-,,Orotidylic acid (1),C01103,C10H13N2O11P,-1.000,0.997800,367.018066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1691631.00,1415900.38,488488.69,1070347.75,1662503.12,1947093.88,1652425.50,1630847.12,1014964.81,1247941.00,1706003.00,1515614.50,1141243.38,1118377.88,1320139.25,1287639.12,1362673.62,1177923.38,1356964.38,1138951.75
g,243,243,15,362.050812,6.773,0.802808,[M-H]-,,GMP (1),C00144,C10H14N5O8P,1.073,0.252873,362.050812,553371.44,14854.04,1005187.75,29603.92,13836.70,0.00,29531.77,8458516.00,5428190.50,4108271.25,4587439.00,8356294.00,8543217.00,6380164.50,6094182.00,4382609.50,4825689.00,6007940.00,5502293.00,3315393.25,4463591.50,4952528.00,4404615.00,4077783.50,2690529.50,3737334.00,3132848.50
,244,244,7,353.049072,1.891,0.824747,[M-H]-,,Phenolrot (1),C12600,C19H14O5S,-1.000,0.432200,353.049072,0.00,0.00,0.00,0.00,0.00,3427.51,0.00,298565.94,249690.30,148681.44,308891.00,444539.88,127436.59,141828.45,241543.25,270714.31,463165.00,440549.34,486849.91,474123.38,875046.56,468599.09,321257.06,243739.17,104601.61,345763.00,595188.94
,245,245,1,353.049286,3.153,0.593495,[M-H]-,,Phenolrot (1),C12600,C19H14O5S,-1.000,1.037281,353.049286,0.00,0.00,0.00,0.00,2239.24,0.00,0.00,3567.50,5072.54,10997.07,8267.70,69245.43,33832.36,15199.20,27690.82,16637.27,38460.43,14115.74,14593.78,8692.66,23436.46,45224.46,15143.27,27846.75,4204.36,100898.70,77519.82
,246,246,11,347.037262,4.998,0.845770,[M-H]-,,IMP (1),C00130,C10H13N4O8P,0.602,7.386693,347.037262,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233021.31,304540.59,50137.69,126077.49,126870.90,81578.05,27756.31,17650.59,6490.85,42620.96,453792.94,1128720.50,477709.44,775199.12,627619.88,1264938.00,1253592.62,575733.62,1016272.38,1362478.62
g,247,247,12,347.040039,6.647,0.790274,[M-H]-,,IMP (1),C00130,C10H13N4O8P,1.047,0.615558,347.040039,0.00,0.00,676270.81,0.00,0.00,0.00,0.00,1641774.75,877117.75,407266.19,660851.44,918265.00,1014492.38,753737.19,676544.19,611929.69,642216.00,1114571.50,792563.25,691550.56,673461.50,768977.81,654148.88,632628.00,299413.31,442555.75,406631.56
,248,248,10,346.054993,5.828,0.825316,[M-H]-,,AMP (1),C00020,C10H14N5O7P,0.228,2.381045,346.054993,0.00,0.00,5373.56,0.00,0.00,0.00,0.00,0.00,132217.55,110318.02,387558.91,81057.68,34922.34,220025.23,423471.97,596558.75,163267.03,9431.65,134644.38,278199.22,489690.50,198147.31,58075.05,120576.95,184706.30,235929.16,149342.75
g,249,249,24,346.056458,6.567,0.808211,[M-H]-,,AMP (1),C00020,C10H14N5O7P,0.967,1.851924,346.056458,5696442.50,1096098.62,3355831.25,463032.19,358334.91,508792.34,576635.19,14491388.00,9840547.00,6964888.50,8327056.00,12142955.00,15669866.00,12116467.00,11540117.00,9590606.00,11564196.00,17250166.00,12429324.00,11381489.00,10744710.00,12770432.00,10671925.00,12076985.00,7420971.50,12284145.00,10370331.00
,250,250,10,346.054993,5.828,0.825316,[M-H]-,,dGMP (2),C00362,C10H14N5O7P,-1.000,2.381045,346.054993,0.00,0.00,5373.56,0.00,0.00,0.00,0.00,0.00,132217.55,110318.02,387558.91,81057.68,34922.34,220025.23,423471.97,596558.75,163267.03,9431.65,134644.38,278199.22,489690.50,198147.31,58075.05,120576.95,184706.30,235929.16,149342.75
,251,251,16,346.055634,6.571,0.845698,[M-H]-,,dGMP (2),C00362,C10H14N5O7P,-1.000,0.529121,346.055634,2367505.50,476577.88,1729067.38,270275.12,213157.39,143722.75,317338.12,9583168.00,5793080.50,5036890.50,5205252.00,8519353.00,10358305.00,7243031.50,7639721.50,6340590.00,6881540.00,11886470.00,7811078.00,6743983.00,6699982.00,8153187.50,6561552.50,7556940.00,3167488.25,7520613.00,6646116.50
,252,252,10,346.054993,5.828,0.825316,[M-H]-,,dGMP (3),C00362,C10H14N5O7P,0.328,2.381045,346.054993,0.00,0.00,5373.56,0.00,0.00,0.00,0.00,0.00,132217.55,110318.02,387558.91,81057.68,34922.34,220025.23,423471.97,596558.75,163267.03,9431.65,134644.38,278199.22,489690.50,198147.31,58075.05,120576.95,184706.30,235929.16,149342.75
g,253,253,26,346.056458,6.567,0.794454,[M-H]-,,dGMP (3),C00362,C10H14N5O7P,1.067,1.851924,346.056458,5608130.00,1096098.62,3355831.25,463032.19,358334.91,508792.34,576635.19,14491388.00,9840547.00,6964888.50,8327056.00,12143108.00,15669866.00,12104626.00,11540117.00,9590606.00,11552852.00,17250166.00,12429324.00,11381489.00,10744710.00,12770432.00,10671925.00,12076985.00,7420971.50,12284145.00,10370331.00
,254,254,24,401.010315,6.651,0.850652,[M-H]-,,dTDP (1),C00363,C10H16N2O11P2,-1.000,13.317625,401.010315,51280.86,0.00,284093.53,61160.12,33618.57,32561.43,42468.87,5218537.00,3842847.75,5294992.00,4510047.50,1568556.50,4065574.50,3986626.25,2052172.12,2914368.75,1768404.00,3023786.25,2412090.00,4267140.00,1911713.25,1998239.88,3243230.50,1948960.88,4016114.75,2201462.75,1873106.12
,255,255,2,401.010284,7.171,0.639924,[M-H]-,,dTDP (1),C00363,C10H16N2O11P2,-1.000,13.393725,401.010284,9660.37,0.00,6135.34,2819.96,3328.62,16542.30,0.00,2163266.00,1861820.12,1397746.50,434803.00,895835.12,1790093.12,2921706.50,970480.25,641356.56,1214058.00,1402072.12,816000.31,1611774.38,1327736.50,961846.62,490943.56,1938547.12,220415.12,1540025.88,1148505.62
g,256,256,15,742.068726,6.919,0.826133,[M-H]-,,NADP (1),C00006,C21H28N7O17P3,1.039,0.740251,742.068726,0.00,0.00,0.00,0.00,0.00,0.00,0.00,860809.25,630278.44,32530.66,69125.65,308027.16,379765.50,285512.09,482733.47,384439.91,666876.88,1290128.75,987031.56,85949.47,408587.78,297931.06,917328.06,1033757.25,108540.35,288092.84,157817.12
g,257,257,14,664.111694,6.619,0.832513,[M-H]-,,NADH (1),C00004,C21H29N7O14P2,1.019,8.730895,664.111694,0.00,0.00,0.00,0.00,0.00,0.00,0.00,696451.56,466665.53,78300.98,259707.70,700017.62,883709.31,736561.12,739540.88,389306.88,607871.06,906719.69,673213.31,582484.69,594969.94,648236.62,694762.50,799724.31,295647.69,749331.81,529772.69
,258,258,3,465.985352,4.426,0.786654,[M-H]-,,dCTP (1),C00458,C9H16N3O13P3,-1.000,6.483594,465.985352,0.00,0.00,0.00,4264.52,0.00,0.00,0.00,205286.23,350626.41,209143.05,310684.31,166821.31,180259.48,514580.56,175713.84,434885.66,238414.69,228057.81,245989.05,165898.20,297640.97,219826.22,220872.97,222590.33,305025.56,380339.22,256780.22
,259,259,5,465.985352,6.903,0.850679,[M-H]-,,dCTP (1),C00458,C9H16N3O13P3,-1.000,6.483594,465.985352,8682.15,0.00,46678.76,6446.53,9700.18,12987.51,18384.86,319296.31,141435.77,878089.12,389295.28,229472.14,212577.47,116163.71,172807.98,103236.75,34280.00,134546.91,194767.66,279992.81,147260.09,65151.63,81187.09,105946.55,274446.03,63211.34,47831.02
g,260,260,18,611.144531,6.988,0.834941,[M-H]-,,Oxidized glutathione (1),C00127,C20H32N6O12S2,0.988,0.299611,611.144531,17800378.00,1994865.00,6552938.00,4801501.50,3071732.00,3219627.75,3159059.75,116646048.00,94624208.00,25594420.00,83691064.00,88509448.00,105958016.00,102884864.00,97542760.00,77060624.00,74938552.00,103030904.00,85189760.00,182903504.00,81323576.00,77905712.00,85307280.00,97178376.00,73744616.00,87612376.00,68081736.00
,261,261,1,611.144531,7.638,0.500100,[M-H]-,,Oxidized glutathione (1),C00127,C20H32N6O12S2,1.638,0.299611,611.144531,4452424.50,424960.50,1921123.50,1708259.00,554066.25,489814.38,351011.47,20417726.00,21445428.00,4927665.50,19480492.00,15249396.00,18608268.00,25869204.00,20254020.00,17610244.00,19934920.00,18686340.00,21913402.00,36772272.00,26729856.00,30134088.00,21114640.00,21241430.00,20095906.00,22319804.00,8522511.00
g,262,262,21,606.074402,6.430,0.845318,[M-H]-,,UDP-N-acetylglucosamine (1),C00043,C17H27N3O17P2,0.980,0.201411,606.074402,0.00,206229.56,1180352.75,0.00,0.00,0.00,0.00,9838472.00,8284177.00,2940207.75,6001714.00,10996949.00,14284830.00,9845252.00,11369028.00,6478309.00,7417028.50,12463492.00,9527429.00,12969623.00,10283073.00,7928401.50,9325974.00,9555714.00,4814193.50,9152066.00,7608785.50
g,263,263,20,579.026611,6.685,0.841379,[M-H]-,,UDP-glucoronic acid (1),C00167,C15H22N2O18P2,0.985,0.737869,579.026611,0.00,20085.56,144156.53,0.00,0.00,0.00,0.00,4394446.00,2931713.25,555674.62,1523466.88,3910504.75,4437532.00,3222410.75,3681906.00,2049326.75,2396247.75,3278351.50,2893360.50,2745973.00,2798694.25,1934770.25,2478709.50,2986374.25,1018071.19,2193687.00,1778668.62
,264,264,20,565.047363,6.512,0.852513,[M-H]-,,UDP-glucose (1),C00029,C15H24N2O17P2,-1.000,0.648106,565.047363,0.00,118817.88,314227.28,0.00,0.00,0.00,0.00,1562016.12,1087718.62,485033.75,865168.88,1718305.62,1659491.12,1094206.00,1321095.62,823927.38,917120.94,1537189.12,1211050.38,2432662.25,1515764.25,1105348.75,1429097.75,1415254.25,722755.88,1095516.88,1259650.50
g,265,265,16,521.983887,7.236,0.784394,[M-H]-,,GTP (1),C00044,C10H16N5O14P3,0.936,0.935434,521.983887,21845.37,0.00,0.00,0.00,0.00,0.00,0.00,9528131.00,4084220.00,106199.49,934352.44,4631979.50,6501147.50,3785815.00,5173315.00,2755593.00,3166773.75,5168007.50,4902716.00,213042.52,4311386.00,3311963.25,2730061.25,4501204.00,949182.62,3437955.50,2785850.25
,266,266,2,521.983826,7.566,0.684145,[M-H]-,,GTP (1),C00044,C10H16N5O14P3,1.266,0.818505,521.983826,21845.37,0.00,0.00,0.00,0.00,0.00,0.00,4215686.00,2828385.75,48852.98,191746.31,1072089.25,253648.36,436901.75,805592.62,438691.81,725992.12,2376629.00,534115.75,54378.41,940619.06,1702351.00,753669.38,2302678.00,183531.34,1173807.88,441862.38
g,267,267,12,505.989105,7.138,0.830517,[M-H]-,,dGTP (1),C00286,C10H16N5O13P3,1.338,1.266569,505.989105,2956503.75,669433.31,594840.31,679257.06,614403.81,1007513.88,812498.12,129604248.00,77510216.00,5714841.50,26591662.00,108678728.00,115345280.00,77946352.00,105876472.00,56739500.00,58323388.00,92953392.00,83883920.00,7961230.00,80422960.00,62585628.00,56579764.00,81102384.00,26616412.00,67514504.00,57408308.00
,268,268,9,505.989044,7.526,0.806150,[M-H]-,,dGTP (1),C00286,C10H16N5O13P3,1.726,1.145943,505.989044,954533.75,110769.97,203706.97,239903.25,196013.06,301448.41,245608.95,47369004.00,29865590.00,1249968.62,10350215.00,23037624.00,32743462.00,28526206.00,32931708.00,24123126.00,15832118.00,21471198.00,24208498.00,3336467.00,21055850.00,17435102.00,17196528.00,22225008.00,10114259.00,20652300.00,14983133.00
g,269,269,11,505.989105,7.138,0.830534,[M-H]-,,ATP (1),C00002,C10H16N5O13P3,1.338,1.266569,505.989105,3114965.00,669433.31,594840.31,679257.06,614403.81,1007513.88,830664.19,129644904.00,77580472.00,5746620.50,26645360.00,108678728.00,115344536.00,77988856.00,105876472.00,56785884.00,58323388.00,92995520.00,83883920.00,7961230.00,80422960.00,62585628.00,56579764.00,81122728.00,26660438.00,67514504.00,57408308.00
,270,270,9,505.989044,7.526,0.806150,[M-H]-,,ATP (1),C00002,C10H16N5O13P3,1.726,1.145943,505.989044,954533.75,110769.97,203706.97,239903.25,196013.06,301448.41,245608.95,47369004.00,29865590.00,1249968.62,10350215.00,23037624.00,32743462.00,28526206.00,32931708.00,24123126.00,15832118.00,21471198.00,24208498.00,3336467.00,21055850.00,17435102.00,17196528.00,22225008.00,10114259.00,20652300.00,14983133.00
,271,271,7,489.997375,2.336,0.707467,[M-H]-,,dATP (1),C00131,C10H16N5O12P3,-1.000,7.785199,489.997375,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22464.92,8802.97,40436.11,69106.27,38864.97,59069.57,20896.73,98549.97,35604.54,36320.61,15236.96,22692.54,60431.13,17068.51,48184.33,47345.85,48280.16,40264.66,29270.49,26136.66
,272,272,1,489.995117,2.969,0.500926,[M-H]-,,dATP (1),C00131,C10H16N5O12P3,-1.000,3.176361,489.995117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20761.13,40797.51,22063.48,19525.79,41257.86,23554.48,27191.94,24564.46,6857.88,39793.74,8938.37,7552.12,16783.89,28553.71,25342.55,11240.66,18902.26,22726.38,29674.66,16866.15
,273,273,1,489.993164,3.390,0.554950,[M-H]-,,dATP (1),C00131,C10H16N5O12P3,-1.000,0.809661,489.993164,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4581.62,27000.42,39041.76,26465.21,40944.37,15828.56,19783.28,28692.69,19689.99,44090.82,27315.07,16327.59,26650.89,14937.73,14188.63,11277.84,20735.92,38140.89,24831.37,18912.97
,274,274,1,489.992126,4.017,0.692619,[M-H]-,,dATP (1),C00131,C10H16N5O12P3,-1.000,2.927235,489.992126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19986.94,7916.15,25799.97,20875.18,18863.98,16438.00,15640.79,31717.10,18320.22,37075.29,15318.28,24068.91,17755.02,24882.39,25766.99,45937.60,25806.10,8148.01,28976.17,10504.86
,275,275,2,487.104401,6.123,0.676630,[M-H]-,,CDP-choline (1),C00307,C14H26N4O11P2,-1.000,8.896522,487.104401,91317.23,0.00,0.00,0.00,0.00,0.00,0.00,587841.75,150499.41,32134.69,51738.99,130837.17,369687.88,58016.16,163885.58,55906.41,0.00,193822.41,127229.97,0.00,114077.95,18996.09,172219.61,60624.61,9481.33,36805.27,39708.16
,276,276,2,487.100464,6.905,0.751139,[M-H]-,,CDP-choline (1),C00307,C14H26N4O11P2,-1.000,0.814470,487.100464,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60319.71,91619.39,0.00,0.00,144145.73,130194.77,140244.94,126352.15,64801.53,56349.02,128664.34,102017.94,119102.46,108176.96,124010.72,70650.34,183228.84,29591.96,116303.62,116892.78
g,277,277,19,482.961884,7.025,0.823932,[M-H]-,,UTP (1),C00075,C9H15N2O15P3,1.025,1.263769,482.961884,93946.02,18226.19,0.00,0.00,0.00,0.00,6929.91,19681240.00,8227992.00,156132.11,2340789.25,10461708.00,9977279.00,5653258.00,8675382.00,3985056.75,4107672.00,7695093.00,7822366.00,476161.47,6891314.50,5082429.50,3177119.00,5952809.00,1268981.00,4338084.50,3627494.50
,278,278,12,482.961517,7.429,0.742041,[M-H]-,,UTP (1),C00075,C9H15N2O15P3,1.429,0.505508,482.961517,29836.84,18226.19,0.00,0.00,0.00,0.00,6929.91,5665371.50,2411268.50,67191.69,573101.00,1749887.75,2407633.00,1287417.12,2078597.00,1252779.12,373509.56,1294894.38,1343102.12,121406.98,1680109.12,827706.00,709358.06,1005406.88,330648.28,912860.31,659289.00
,279,279,1,481.982483,4.491,0.551535,[M-H]-,,CTP (1),C00063,C9H16N3O14P3,1.509,10.890605,481.982483,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187942.62,88139.10,136721.61,81881.02,251910.30,75988.73,87325.53,184261.75,100086.12,196495.72,79238.24,169420.58,120876.28,124702.70,301276.97,202027.06,139100.97,149751.67,125314.60,125500.05
g,280,280,17,481.976746,7.024,0.796622,[M-H]-,,CTP (1),C00063,C9H16N3O14P3,1.024,1.013080,481.976746,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15593907.00,9184583.00,508613.47,3445896.00,9517352.00,12599620.00,9194665.00,10025999.00,6418031.00,5813363.00,10095836.00,9404918.00,1119829.50,8748852.00,6874803.00,6619387.00,8085155.50,3348702.25,6710723.50,5707506.50
,281,281,17,480.975952,6.928,0.804673,[M-H]-,,dTTP (1),C00459,C10H17N2O14P3,-1.000,12.562799,480.975952,88449.73,0.00,287922.59,12320.08,14084.67,13111.55,14568.93,10039494.00,6794922.00,1343755.50,6732922.00,5113829.50,8825085.00,8726221.00,6466723.50,6496690.50,3991786.25,6897459.00,6176551.00,1365830.12,5464214.00,4081435.75,6281420.00,4758544.00,7063531.50,4300478.00,3873096.75
g,282,282,19,662.102356,6.623,0.816189,[M-H]-,,NAD (1),C00003,C21H27N7O14P2,1.023,0.737471,662.102356,0.00,0.00,69594.50,17066.88,11821.47,0.00,12084.42,14277551.00,11992406.00,2931063.50,7274055.50,15758762.00,19806778.00,15179119.00,15680676.00,10607822.00,13706496.00,19921824.00,15242834.00,14628330.00,14130325.00,13795408.00,15499252.00,16432538.00,6847885.50,14621327.00,12534027.00
g,283,283,9,258.038422,6.618,0.795620,[M-H]-,,Glucosamine 6-phosphate (1),C00352,C6H14NO8P,1.138,0.000000,258.038422,14824.07,0.00,11383.79,0.00,0.00,0.00,0.00,1343588.62,1044365.31,597728.25,1097301.75,1109141.62,1476939.38,1151868.75,1027548.50,945279.31,959877.56,1301480.12,936804.25,1700181.12,892331.56,821780.44,1023160.31,1200738.75,819032.94,972035.50,755602.88
,284,284,6,251.078796,2.772,0.839765,[M-H]-,,dInosine (1),C05512,C10H12N4O4,-1.000,0.850821,251.078796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22384.64,11816.29,0.00,7649.23,12011.44,22424.29,3331.31,3581.97,4903.84,26191.05,201878.97,15737.81,29594.36,22382.81,14723.12,29143.98,14939.89,3753.86,17215.56,23375.72
,285,285,11,249.053223,1.869,0.833645,[M-H]-,,L-Glutamylcysteine (1),C00669�,C8H14N2O5S,-1.000,7.413274,249.053223,0.00,0.00,0.00,0.00,5032.87,3727.72,0.00,8237.51,16952.66,233009.45,234301.42,93857.63,8302.85,110786.24,182328.67,163420.52,176825.83,40959.60,74706.58,173726.47,115292.30,75823.34,86036.46,54377.53,10775.78,121323.98,153649.31
,286,286,1,247.093338,6.538,0.633314,[M-H]-,,gamma-Glutamylthreonine (1),gamma-Glutamylthreonine,C9H16N2O6,-1.000,0.926296,247.093338,0.00,0.00,0.00,0.00,0.00,0.00,8093.06,114420.70,54654.02,54417.80,54944.77,87009.16,118741.94,209676.34,59882.49,52977.19,40008.84,135979.59,54559.52,239924.41,75644.61,60242.48,30290.42,105977.74,38810.80,73819.89,58941.46
,287,287,23,245.114227,6.309,0.851875,[M-H]-,,gamma-Glutamylvaline (1),gamma-Glutamylvaline,C10H18N2O5,-1.000,0.311259,245.114227,136235.50,24600.68,74152.61,55319.25,43709.18,65194.04,43105.98,673773.81,366011.22,252692.58,298676.72,323513.75,661679.25,449927.34,444951.22,283671.59,356263.16,729340.38,385602.88,487577.38,401322.50,272365.31,509682.53,423900.41,274217.50,399326.28,347685.84
g,288,288,14,243.080963,5.393,0.757359,[M-H]-,,Biotin (1),C00120,C10H16N2O3S,0.893,0.313862,243.080963,0.00,0.00,0.00,0.00,0.00,0.00,0.00,323106.47,164088.38,259299.86,211330.69,292518.03,204209.84,294954.72,238211.38,397369.38,316249.78,173472.69,259751.42,368877.62,278382.28,307620.16,148320.30,241426.12,131027.92,254331.95,245125.72
,289,289,20,243.083084,7.218,0.851520,[M-H]-,,Biotin (1),C00120,C10H16N2O3S,2.718,9.039236,243.083084,0.00,0.00,31031.29,11370.85,9043.77,52176.02,16543.64,2628404.75,2438694.75,673516.44,1354918.38,3482055.50,4174345.50,2852434.00,3041878.25,2187145.25,2746640.25,3750832.50,2588115.25,2864298.25,2652296.50,2542361.00,2405782.50,3226153.25,1222754.62,2301646.00,2380637.00
,290,290,19,243.082916,8.157,0.856968,[M-H]-,,Biotin (1),C00120,C10H16N2O3S,3.657,8.348740,243.082916,0.00,0.00,18201.78,0.00,0.00,13641.53,13098.33,10956878.00,9958708.00,2107962.25,5600020.00,9764956.00,14282337.00,12389693.00,13914367.00,8366557.50,11633776.00,14013234.00,11856789.00,9575374.00,10855914.00,10676370.00,12492506.00,13023271.00,5068955.50,11744853.00,11118789.00
,291,291,20,243.062408,2.296,0.847644,[M-H]-,,Uridine (1),C00299,C9H12N2O6,0.104,0.627773,243.062408,0.00,0.00,22306.24,20553.20,40948.45,28207.33,16726.62,1346879.88,1000572.44,783389.56,1159649.50,2241028.25,1253784.88,1060062.50,1371219.12,811540.00,1053381.25,1743807.00,1779789.38,1419029.62,1741588.12,1678324.00,1145884.75,1082891.50,550511.00,1303348.00,1444613.62
,292,292,7,243.062195,5.105,0.832079,[M-H]-,,Uridine (1),C00299,C9H12N2O6,2.705,0.251109,243.062195,3882.52,0.00,0.00,0.00,0.00,0.00,7722.78,98670.93,110567.23,21321.90,75452.27,239890.14,128855.51,108487.05,111664.55,65775.85,104198.52,148153.34,126607.95,90128.02,154708.47,148416.38,132947.44,219462.06,57358.61,130390.74,208281.36
,293,293,20,243.062195,6.013,0.825108,[M-H]-,,Uridine (1),C00299,C9H12N2O6,3.613,0.251109,243.062195,6178.13,55544.88,58422.73,804280.81,9199.06,9007.89,0.00,4165479.50,2691065.75,1072977.00,1701372.88,3038814.50,4368609.00,3531774.75,3225534.25,2343947.25,3174425.50,4282390.50,3407425.50,3466392.00,2807821.00,3237586.00,3634958.75,3633594.00,1698356.12,2820734.75,2700733.00
,294,294,22,242.079529,7.229,0.818184,[M-H]-,,Cytidine (1),C00475,C9H13N3O5,2.889,5.294727,242.079529,190226.20,19401.23,395497.31,273452.38,246598.05,335577.22,207818.55,36045564.00,33789860.00,8837758.00,18445646.00,47455676.00,53923628.00,39024544.00,41551508.00,30109500.00,36600120.00,47908792.00,36395364.00,39255164.00,35676240.00,35410932.00,34897584.00,43707456.00,16572913.00,32114306.00,33841968.00
,295,295,26,242.079514,8.161,0.842472,[M-H]-,,Cytidine (1),C00475,C9H13N3O5,3.821,5.231695,242.079514,432626.22,51148.48,939014.56,1073004.00,667907.75,841555.81,1267959.25,150698272.00,133056920.00,32424408.00,74403256.00,131971280.00,193565040.00,169034656.00,182988384.00,114778712.00,156443552.00,184926016.00,162182320.00,127684168.00,146981744.00,146560112.00,169326688.00,177321968.00,71325760.00,155720768.00,146559488.00
,296,296,1,242.079376,8.838,0.527212,[M-H]-,,Cytidine (1),C00475,C9H13N3O5,4.498,4.664402,242.079376,323924.28,23640.46,91382.62,184793.34,413269.69,672249.81,261659.48,29316410.00,9002138.00,4341141.00,10889867.00,26655588.00,34849048.00,14221571.00,38035664.00,9094530.00,10557509.00,39075164.00,30821566.00,30414240.00,8203786.50,21654814.00,6929121.00,39008468.00,21525982.00,32923314.00,31299552.00
